key,en,ar
global_indicators:8-5-1-title,"Average hourly earnings of female and male employees, by occupation, age and persons with disabilities",متوسـط الدخل في الساعة للنساء والرجال العاملين، بحسب الوظيفة والعمر والأشخاص ذوي الإعاقة
global_indicators:8-5-2-title,"Unemployment rate, by sex, age and persons with disabilities",معـدل البطالة، بحسـب الجنس والعمر والأشـخـاص ذوي الإعاقة
global_indicators:8-6-1-title,"Proportion of youth (aged 15–24 years) not in education, employment or training",نسـبة الشـباب (الذين تتراوح أعمارهم بين 15 سـنة و 24 سنة) خارج دائرة التعليم والعمالة والتدريب
global_indicators:8-7-1-title,"Proportion and number of children aged 5–17 years engaged in child labour, by sex and age",نسـبة الأطفال الذين تتراوح أعمارهم بين 5 سـنوات و 17 سـنة والمنخرطين في ســوق عمل الأطفال وعددهم، بحســب الجنس والعمر
global_indicators:8-8-1-title,"Frequency rates of fatal and non-fatal occupational injuries, by sex and migrant status",التواتر في معدلات إصابات العمل المميتة وغير المميتة، بحسب نوع جنس المهاجرين ووضعهم
global_indicators:8-8-2-title,"Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status", مسـتوى امتثال البلـدان لحقوق العمـل (حريـة تكوين الجمعيات والمفاوضة الجماعية) اســـتناداً إلى نصـوص منظمة العمل الدولية والتشريعات الوطنية، بحسب الجنس ووضع المهاجرين
global_indicators:8-9-1-title,Tourism direct GDP as a proportion of total GDP and in growth rate,الناتج المحلي الإجمالي للسـياحة المباشـرة كنسـبة من مجموع الناتج المحلي الإجمالي ومن معدل النمو
global_indicators:8-9-2-title,Proportion of jobs in sustainable tourism industries out of total tourism jobs,نسبة الوظائف في قطاعات السياحة المستدامة من مجموع الوظائف في قطاع السياحة
global_indicators:8-a-1-title,Aid for Trade commitments and disbursements,المعونة المقدمة من أجل الالتزامات والمدفوعات المتصلة بالتجارة
global_indicators:8-b-1-title,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",وجود استراتيجية وطنية مكتملة وموضوعة قيد التنفيذ تتعلق بتشغيل الشباب، سواء بوصفها استراتيجية قائمة بذاتها أو عنصراً من استراتيجية وطنية للتشغيل
global_indicators:9-1-1-title,Proportion of the rural population who live within 2 km of an all-season road, نسـبة سـكان الريف الذين يعيشـون على بعد كيلومترين من طريق صالحة للاستعمال في جميع الفصول
global_indicators:9-1-2-title,"Passenger and freight volumes, by mode of transport",عدد الركاب وحجم الشحنات، بحسب وسيلة النقل
global_indicators:9-2-1-title,Manufacturing value added as a proportion of GDP and per capita,القيمة المضـافة التصـنيعية كنسـبة من الناتج المحلي الإجمالي للفرد
global_indicators:9-2-2-title,Manufacturing employment as a proportion of total employment,العمالة في الصناعة التحويلية كنسبة من مجموع العمالة
global_indicators:9-3-1-title,Proportion of small-scale industries in total industry value added,نسـبة الصناعات الصـغيرة الحجم من مجموع القيمة المضافة من الصناعات
global_indicators:9-3-2-title,Proportion of small-scale industries with a loan or line of credit,نسـبة الصـناعات الصغيرة الحجم التي لها قرض أو خط ائتمان
global_indicators:9-4-1-title,CO2 emission per unit of value added,انبعاثات ثاني أكسـيد الكربون لكل وحدة من القيمـة المضافة 
