key,en,blank
global_indicators:4.2.1---title,"Proportion of children under 5 years of age who are developmentally on track in health, learning and psychosocial well-being, by sex",
global_indicators:4.2.2---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.2.2---definition,"The participation rate in organized learning (one year before the official primary entry age), by sex as defined as the percentage of children in the given age range who participate in one or more organized learning programme, including programmes which offer a combination of education and care. Participation in early childhood and in primary education are both included. The age range will vary by country depending on the official age for entry to primary education.",
global_indicators:4.2.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-02-02.pdf,
global_indicators:4.2.2---title,"Participation rate in organized learning (one year before the official primary entry age), by sex",
global_indicators:4.3.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.3.1---definition,"The percentage of youth and adults in a given age range (e.g. 15-24 years, 25-64 years, etc.) participating in formal or non-formal education or training in a given time period (e.g. last 12 months).",
global_indicators:4.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-03-01.pdf,
global_indicators:4.3.1---title,"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",
global_indicators:4.4.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.4.1---definition,"The proportion of youth and adults with information and communications technology (ICT) skills, by type of skill as defined as the percentage of youth (aged 15-24 years) and adults (aged 15 years and above) that have undertaken certain computer-related activities in a given time period (e.g. last three months).",
global_indicators:4.4.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-04-01.pdf,
global_indicators:4.4.1---title,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",
global_indicators:4.5.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.5.1---definition,"Parity indices require data for the specific groups of interest. They represent the ratio of the indicator value for one group to that of the other. Typically, the likely more disadvantaged group is placed in the numerator. A value of exactly 1 indicates parity between the two groups.",
global_indicators:4.5.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-05-01.pdf,
global_indicators:4.5.1---title,"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",
global_indicators:4.6.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-06-01.pdf,
global_indicators:4.6.1---title,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (a) literacy and (b) numeracy skills, by sex",
global_indicators:4.7.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.7.1---definition,"Extent to which (i) global citizenship education and (ii) education for sustainable development, including gender equality and human rights, are mainstreamed at all levels in: (a) national education policies, (b) curricula, (c) teacher education and (d) student assessment",
global_indicators:4.7.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-07-01.pdf,
global_indicators:4.7.1---title,"Extent to which (i) global citizenship education and (ii) education for sustainable development, including gender equality and human rights, are mainstreamed at all levels in (a) national education policies; (b) curricula; (c) teacher education; and (d) student assessment",
global_indicators:4.a.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.a.1---definition,The percentage of schools by level of education (primary education) with access to the given facility or service.,
global_indicators:4.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-0A-01.pdf,
global_indicators:4.a.1---title,Proportion of schools with access to (a) electricity; (b) the Internet for pedagogical purposes; (c) computers for pedagogical purposes; (d) adapted infrastructure and materials for students with disabilities; (e) basic drinking water; (f) single-sex basic sanitation facilities; and (g) basic handwashing facilities (as per the WASH indicator definitions),
global_indicators:4.b.1---definition,Gross disbursements of total ODA from all donors for scholarships.,
global_indicators:4.b.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-0B-01.pdf,
global_indicators:4.b.1---title,Volume of official development assistance flows for scholarships by sector and type of study,
global_indicators:4.c.1---custodian_agency,UNESCO Institute for Statistics (UNESCO-UIS),
global_indicators:4.c.1---definition,"The percentage of teachers by level of education taught (pre-primary, primary, lower secondary and upper secondary education) who have received at least the minimum organized pedagogical teacher training pre-service and in-service required for teaching at the relevant level in a given country",
global_indicators:4.c.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-04-0C-01.pdf,
global_indicators:4.c.1---title,Proportion of teachers in: (a) pre-primary; (b) primary; (c) lower secondary; and (d) upper secondary education who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country,
global_indicators:5.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-01-01.pdf,
global_indicators:5.1.1---title,"Whether or not legal frameworks are in place to promote, enforce and monitor equality and non‐discrimination on the basis of sex",
global_indicators:5.2.1---custodian_agency,"United Nations Entity for Gender Equality and the Empowerment of Women (UN Women), United Nations Children's Fund (UNICEF), United Nations Statistics Division (UNSD), World Health Organization (WHO), United Nations Population Fund (UNFPA)",
global_indicators:5.2.1---definition,"This indicator measures the percentage of ever-partnered women and girls aged 15 years and older who have experienced physical, sexual or psychological violence by a current or former intimate partner, in the previous 12 months.  Definition of violence against women and girls and of the forms of violence specified under this indicator are presented in the next section (Concepts).",
global_indicators:5.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-02-01.pdf,
global_indicators:5.2.1---title,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",
global_indicators:5.2.2---custodian_agency,"United Nations Entity for Gender Equality and the Empowerment of Women (UN Women), United Nations Children's Fund (UNICEF), United Nations Statistics Division (UNSD), World Health Organization (WHO), United Nations Population Fund (UNFPA)",
global_indicators:5.2.2---definition,"This indicator measures the percentage of women and girls aged 15 years and older who have experienced sexual violence by persons other than an intimate partner, in the previous 12 months.  Definition of sexual violence against women and girls is presented in the next section (Concepts).",
global_indicators:5.2.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-02-02.pdf,
global_indicators:5.2.2---title,"Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence",
global_indicators:5.3.1---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:5.3.1---definition,Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18,
global_indicators:5.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-03-01.pdf,
global_indicators:5.3.1---title,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 1,
global_indicators:5.3.2---custodian_agency,United Nations Children's Fund (UNICEF),
global_indicators:5.3.2---definition,Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting is currently being measured by the proportion of girls aged 15-19 years who have undergone female genital mutilation/cutting,
global_indicators:5.3.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-03-02.pdf,
global_indicators:5.3.2---title,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",
global_indicators:5.4.1---custodian_agency,UN Statistics Division (UNSD),
global_indicators:5.4.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-04-01.pdf,
global_indicators:5.4.1---title,"Proportion of time spent on unpaid domestic and care work, by sex, age and location",
global_indicators:5.5.1---title,Proportion of seats held by women in (a) national parliaments and (b) local governments,
global_indicators:5.5.1a---custodian_agency,"Inter-Parliamentary, Union (IPU)",
global_indicators:5.5.1a---definition,"The proportion of seats held by women in (a) national parliaments, currently as at 1 February of reporting year, is currently measured as the number of seats held by women members in single or lower chambers of national parliaments, expressed as a percentage of all occupied seats.  National parliaments can be bicameral or unicameral. This indicator covers the single chamber in unicameral parliaments and the lower chamber in bicameral parliaments. It does not cover the upper chamber of bicameral parliaments. Seats are usually won by members in general parliamentary elections. Seats may also be filled by nomination, appointment, indirect election, rotation of members and by-election.  Seats refer to the number of parliamentary mandates, or the number of members of parliament.",
global_indicators:5.5.1a---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-05-01a.pdf,
global_indicators:5.5.1b---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-05-01b.pdf,
global_indicators:5.5.2---custodian_agency,ILO,
global_indicators:5.5.2---definition,"This indicator refers to the proportion of females in the total number of persons employed in managerial positions. It is recommended to use two different measures jointly for this indicator: the share of females in (total) management and the share of females in senior and middle management (thus excluding junior management). The joint calculation of these two measures provides information on whether women are more represented in junior management than in senior and middle management, thus pointing to an eventual ceiling for women to access higher-level management positions. In these cases, calculating only the share of women in (total) management would be misleading, in that it would suggest that women hold positions with more decision-making power and responsibilities than they actually do.",
global_indicators:5.5.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-05-02.pdf,
global_indicators:5.5.2---title,Proportion of women in managerial positions,
global_indicators:5.6.1---custodian_agency,United Nations Population Fund (UNFPA),
global_indicators:5.6.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-06-01.pdf,
global_indicators:5.6.1---title,"Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care",
global_indicators:5.6.2---title,"Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education",
global_indicators:5.a.1---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:5.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-0A-01.pdf,
global_indicators:5.a.1---title,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex; and (b) share of women among owners or rights-bearers of agricultural land, by type of tenure",
global_indicators:5.a.2---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:5.a.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-0a-02.pdf,
global_indicators:5.a.2---title,Proportion of countries where the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control,
global_indicators:5.a.2x---definition,"Indicator 5.a.2 collects all existing national policy objectives, draft provisions, legal provisions and ownership and/or control.   ed as a legally recognised right to acquire, to use and to transfer landed property.     The proxies used to monitor Indicator 5.a.2 are widely recognised as good practices in strengthening   The indicator captures the following four proxies:  a) Does the legal framework provide for the establisand/or access to productive resources and services?  b) Is joint titling of private property compulsory or encouraged through economic incentives for married or unmarried couples, in accordance with national law?  c) In recognised customary tenure systems, does the law facilitate the recording of all interests in land (including use rights) of men and women?   The policy and legal instruments covered include draft policy documents, formally adopted policy documents, draft legislation, primary law, secondary legislation (see terminology section for detailed explanation).  Nota bene: The proxies are intended to capture a range of different regional contexts to reflect the universal scope of the Sustainable Development Goals. As a result, Proxy c) may not be applicable to all countries.",
global_indicators:5.a.2x---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-0A-02X.pdf,
global_indicators:5.b.1---custodian_agency,International Telecommunication Union (ITU),
global_indicators:5.b.1---definition,"The proportion of individuals who own a mobile telephone, by sex is",
global_indicators:5.b.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-0B-01.pdf,
global_indicators:5.b.1---title,"Proportion of individuals who own a mobile telephone, by sex",
global_indicators:5.c.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-05-0c-01.pdf,
global_indicators:5.c.1---title,Proportion of countries with systems to track and make public allocations for gender equality and women’s empowerment,
global_indicators:6.1.1---custodian_agency,"World Health Organization (WHO),  United Nations Children's Fund (UNICEF)",
global_indicators:6.1.1---definition,"Proportion of population using safely managed drinking water services is currently being measured by the proportion of population using an improved basic drinking water source which is located on premises, drinking water sources include: piped water into dwelling, yard or plot; public taps or standpipes; boreholes or tubewells; protected dug wells; protected springs; packaged water; delivered water and rainwater.",
global_indicators:6.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-01-01.pdf,
global_indicators:6.1.1---title,Proportion of population using safely managed drinking water services,
global_indicators:6.2.1---custodian_agency,"World Health Organization (WHO),  United Nations Children's Fund (UNICEF)",
global_indicators:6.2.1---definition,"The Proportion of population using safely managed sanitation services, including a hand-washing facility with soap and water is currently being measured by the proportion of the population using a basic sanitation facility which is not shared with other households and where excreta is safely disposed in situ or treated off-sanitation facilities include: flush or pour flush toilets to sewer systems, septic tanks or pit latrines, ventilated improved pit latrines, pit latrines with a slab, and composting toilets.   Population with a basic handwashing facility: a device to contain, transport or regulate the flow of water to facilitate handwashing with soap and water in the household.",
global_indicators:6.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-02-01.pdf,
global_indicators:6.2.1---title,Proportion of population using (a) safely managed sanitation services and (b) a hand-washing facility with soap and water,
global_indicators:6.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-03-01.pdf,
global_indicators:6.3.1---title,Proportion of wastewater safely treated,
global_indicators:6.3.2---custodian_agency,"UN Environment, (United Nations Environment Programme)",
global_indicators:6.3.2---definition,"The indicator is defined as the proportion of water bodies in the country that have good ambient water quality. Ambient water quality refers to natural, untreated water in rivers, lakes and groundwaters and represents a combination of natural influences together with the impacts of all anthropogenic activities. The indicator relies on water quality data derived from in situ measurements and the analysis of samples collected from surface and groundwaters. Water quality is assessed by means of core physical and chemical parameters that reflect natural water quality related to climatological and geological factors, together with major impacts on water quality. The continuous monitoring of all surface and groundwaters is economically unfeasible and not required to sufficiently characterize the status of ambient water quality in a country. Therefore, countries select river, lake and groundwater bodies that are representative and significant for the assessment and management of water quality to monitor and report on indicator 6.3.2. The quality status of individual water bodies is classified based on the compliance of the available water quality monitoring data for the core parameters with target values defined by the country. The indicator is computed as the proportion of the number of water bodies classified as having good quality (i.e. with at least 80 % compliance) to the total number of assessed water bodies, expressed as a percentage.",
global_indicators:6.3.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-03-02.pdf,
global_indicators:6.3.2---title,Proportion of bodies of water with good ambient water quality,
global_indicators:6.4.1---definition,"The change in water use efficiency over time (CWUE). The change in the ratio of the value added to the volume of water use, over time.  Water Use Efficiency (WUE) is defined as the volume of water used divided by the value added of a given major sector1. Following ISIC 4 coding, sectors are defined as: 1.  2. mining and quarrying; manufacturing; electricity, gas, steam and air conditioning supply; constructions (ISIC B, C,  3. all the service sectors (ISIC E and ISIC G-  The unit of the indicator is expressed in Value/Volume, commonly USD/m3.",
global_indicators:6.4.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-04-01.pdf,
global_indicators:6.4.1---title,Change in water-use efficiency over time,
global_indicators:6.4.2---custodian_agency,Food and Agriculture Organization of the United Nations (FAO),
global_indicators:6.4.2---definition,"The level of water stress: freshwater withdrawal as a proportion of available freshwater resources is the ratio between total freshwater withdrawn by all major sectors and total renewable freshwater resources, after taking into account environmental water requirements. Main sectors, as defined by ISIC standards, include agriculture; forestry and fishing; manufacturing; electricity industry; and services. This indicator is also known as water withdrawal intensity.",
global_indicators:6.4.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-04-02.pdf,
global_indicators:6.4.2---title,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,
global_indicators:6.5.1---custodian_agency,United Nations Environment Programme (UNEP),
global_indicators:6.5.1---definition,"The indicator degree of implementation of Integrated Water Resources Management (IWRM), measured in per cent (%) from 0 (implementation not yet started) to 100 (fully implemented) is currently being measured in terms of different stages of development and implementation of Integrated Water Resources Management (IWRM).   The definition of IWRM is based on an internationally agreed definition, and is universally applicable. e coordinated development and management of water, land and related resources in order to maximise economic and (GWP 2010).   The method builds on official UN IWRM status reporting, from 2008 and 2012, of the Johannesburg Plan of Implementation from the UN World Summit for Sustainable Development (1992).",
global_indicators:6.5.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-05-01.pdf,
global_indicators:6.5.1---title,Degree of integrated water resources management implementation (0–100),
global_indicators:6.5.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-05-02.pdf,
global_indicators:6.5.2---title,Proportion of transboundary basin area with an operational arrangement for water cooperation,
global_indicators:6.6.1---title,Change in the extent of water-related ecosystems over time,
global_indicators:6.6.1a---custodian_agency,UN Environment (United Nations Environment Programme),
global_indicators:6.6.1a---definition,"The indicator includes five categories: 1) vegetated wetlands, 2) rivers and estuaries, 3) lakes, 4) aquifers, and 5) artificial waterbodies. For purposes of this methodology, the text refers only to these five ecosystem category terminologies. To address its complexity, Indicator 6.6.1 has been divided into 5 Sub-Indicators to capture the various data sources and methodologies required for monitoring components of the Indicator. Data sources come from a combination of ground sampling and earth observations. Depending on the type of ecosystem and the type of extent being measured, the data collection methodology can also differ greatly. A progressive monitoring approach with two levels is proposed:  Level 1: 2 Sub-Indicators based on globally available data from earth observations which will be validated by countries against their own methodologies and datasets:   Sub-Indicator 1  spatial extent of water-related ecosystems   Sub-Indicator 2  water quality of lakes and artificial water bodies Level 2: Data collected by countries through 3 Sub-Indicators:  Sub-Indicator 3  quantity of water (discharge) in rivers and estuaries  Sub-Indicator 4  water quality imported from SDG Indicator 6.3.2   Sub-Indicator 5  quantity of groundwater within aquifers  A full methodoloMonitoring Methodology for SDG Indicator 6.6.1",
global_indicators:6.6.1a---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-06-01a.pdf,
global_indicators:6.6.1b---custodian_agency,Secretariat of the Ramsar Convention on Wetlands,
global_indicators:6.6.1b---definition,"Extent of wetlands: this term can be defined as the surface area of wetlands. It is measured in km2 or hectares. It is expected that the surface reported by countries corresponds to the 2017 situation; if not, the reference year should be indicated.   Change in the extent of wetlands: this term refers to the percentage change in area of wetlands from a baseline reference. For reporting such change, the previous extent, if known, and the period over which the change has taken place should be specified.",
global_indicators:6.6.1b---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-06-01b.pdf,
global_indicators:6.a.1---custodian_agency,"World Health Organization (WHO),  United Nations Environment Programme (UNEP),  Organisation for Economic Co-operation and Development (OECD)",
global_indicators:6.a.1---definition,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan is defined as the proportion of total water and sanitation-related Official Development Assistance (ODA) disbursements that are included in the government budget.,
global_indicators:6.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-0A-01.pdf,
global_indicators:6.a.1---title,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,
global_indicators:6.b.1---custodian_agency,"World Health Organization (WHO),  United Nations Environment Programme (UNEP),  Organisation for Economic Co-operation and Development (OECD)",
global_indicators:6.b.1---definition,"The indicator assesses the percentage of local administrative units (as defined by the national government) that have an established and operational mechanism by which individuals and communities can meaningfully contribute to decisions and directions about water and sanitation management.  The indicator Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management is currently being measured by the Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in water and sanitation management, and hygiene promotion and the Proportion of countries with high level of users/communities participating in planning programs in water and sanitation management, and hygiene promotion.",
global_indicators:6.b.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-06-0B-01.pdf,
global_indicators:6.b.1---title,Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management,
global_indicators:7.1.1---custodian_agency,World Bank (WB),
global_indicators:7.1.1---definition,Proportion of population with access to electricity is the percentage of population with access to electricity.,
global_indicators:7.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-07-01-01.pdf,
global_indicators:7.1.1---title,Proportion of population with access to electricity,
global_indicators:7.1.2---custodian_agency,World Health Organization (WHO),
global_indicators:7.1.2---definition,"Proportion of population with primary reliance on clean fuels and technology  is calculated as the number of people using clean fuels and technologies for cooking, heating and lighting divided by total population reporting that any cooking, heating or lighting, expressed as percentage. emission rate targets and specific fuel recommendations (i.e. against unprocessed coal and kerosene) included in the normative guidance WHO guidelines for indoor air quality: household fuel combustion.",
global_indicators:7.1.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-07-01-02.pdf,
global_indicators:7.1.2---title,Proportion of population with primary reliance on clean fuels and technology,
global_indicators:7.2.1---custodian_agency,"International Energy Agency (IEA) , United Nations Statistics Division (UNSD) , United Nations' inter-agency Mechanism on Energy (UN Energy) , International Renewable Energy Agency (IRENA)",
global_indicators:7.2.1---definition,The renewable energy share in total final consumption is the percentage of final consumption of energy that is derived from renewable resources.,
global_indicators:7.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-07-02-01.pdf,
global_indicators:7.2.1---title,Renewable energy share in the total final energy consumption,
global_indicators:7.3.1---custodian_agency,"International Energy Agency (IEA),  United Nations Statistics Division (UNSD),  United Nations' Inter-agency Mechanism on Energy (UN Energy),  SE4ALL Global Tracking Framework Consortium (SE4ALL Global Tracking Framework Consortium)",
global_indicators:7.3.1---definition,Energy intensity is defined as the energy supplied to the economy pet unit value of economic output.,
global_indicators:7.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-07-03-01.pdf,
global_indicators:7.3.1---title,Energy intensity measured in terms of primary energy and GDP,
global_indicators:7.a.1---custodian_agency,Organisation for Economic Co-operation and Development (OECD) and International Renewable Energy Agency (IRENA),
global_indicators:7.a.1---definition,"The flows are covered through two complementary sources.  OECD: The flows covered by the OECD are defined as all official loans, grants and equity investments received by countries on the DAC List of ODA Recipients from foreign governments and multilateral agencies, for the purpose of clean energy research and development and renewable energy production, including in hybrid systems extracted from the OECD/DAC Creditor Reporting System (CRS) with the following sector codes:   23210 Energy generation, renewable sources  multiple technologies - Renewable energy generation programmes that cannot be attributed to one single technology (codes 23220 through 23280 below). Fuelwood/charcoal production should be included under forestry 31261.   23220 Hydro-electric power plants - Including energy generating river barges.   23230 Solar energy - Including photo-voltaic cells, solar thermal applications and solar heating.   23240 Wind energy - Wind energy for water lifting and electric power generation.   23250 Marine energy - Including ocean thermal energy conversion, tidal and wave power.   23260 Geothermal energy - Use of geothermal energy for generating electric power or directly as heat for agriculture, etc.   23270- Biofuel-fired power plants Use of solids and liquids produced from biomass for direct power generation. Also includes biogases from anaerobic fermentation (e.g. landfill gas, sewage sludge gas, fermentation of energy crops and manure) and thermal processes (also known as syngas); waste fired power plants making use of biodegradable municipal waste (household waste and waste from companies and public services that resembles household waste, collected at installations specifically designed for their disposal with recovery of combustible liquids, gases or heat). See code 23360 for non-renewable waste-fired power plants.  Research and development of energy efficiency technologies and measures is captured under CRS sector code 23182 on Energy research. The above flows also include technical assistance provided to support production, research and development as defined above. Last updated: 12 February 2018  IRENA: The flows covered by IRENA are defined as all additional loans, grants and equity investments received by developing countries (defined as countries in developing regions, as listed in the UN M49 composition of regions) from all foreign governments, multilateral agencies and additional development finance institutions (including export credits, where available) for the purpose of clean energy research and development and renewable energy production, including in hybrid systems. These additional flows cover the same technologies and other activities (research and development, technical assistance, etc.) as listed above and exclude all flows extracted from the OECD/DAC CRS.",
global_indicators:7.a.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-07-0a-01.pdf,
global_indicators:7.a.1---title,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems",
global_indicators:7.b.1---title,Investments in energy efficiency as a proportion of GDP and the amount of foreign direct investment in financial transfer for infrastructure and technology to sustainable development services,
global_indicators:8.1.1---custodian_agency,United Nations Statistics Division (UNSD),
global_indicators:8.1.1---definition,Annual growth rate of real Gross Domestic Product (GDP) per capita is calculated as the percentage change in the real GDP per capita between two consecutive years. Real GDP per capita is calculated by dividing GDP at constant prices by the population of a country or area. The data for real GDP are measured in constant US dollars to facilitate the calculation of regional and global aggregates.,
global_indicators:8.1.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-01-01.pdf,
global_indicators:8.1.1---title,Annual growth rate of real GDP per capita,
global_indicators:8.10.1---custodian_agency,"International Monetary Fund (STAFI -, Financial Access Survey, Team)",
global_indicators:8.10.1---definition,"The number of commercial bank branches per 100,000 adults The number of automated teller machines (ATMs) per 100,000 adults",
global_indicators:8.10.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-10-01.pdf,
global_indicators:8.10.1---title,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",
global_indicators:8.10.2---definition,The percentage of adults (ages 15+) who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or personally using a mobile money service in the past 12 months.,
global_indicators:8.10.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-10-02.pdf,
global_indicators:8.10.2---title,Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider,
global_indicators:8.2.1---custodian_agency,ILO,
global_indicators:8.2.1---definition,Annual growth rate of real GDP per employed person conveys the annual percentage change in real Gross Domestic Product per employed person.,
global_indicators:8.2.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-02-01.pdf,
global_indicators:8.2.1---title,Annual growth rate of real GDP per employed person,
global_indicators:8.3.1---custodian_agency,ILO,
global_indicators:8.3.1---definition,This indicator presents the share of non-agricultural employment which is classified as informal employment.,
global_indicators:8.3.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-03-01.pdf,
global_indicators:8.3.1---title,"Proportion of informal employment in non‐agriculture employment, by sex",
global_indicators:8.4.1---custodian_agency,United Nations Environment Programme (UNEP),
global_indicators:8.4.1---definition,"Material Footprint (MF) is the attribution of global material extraction to domestic final demand of a country. The total material footprint is the sum of the material footprint for biomass, fossil fuels, metal ores and non-metal ores.",
global_indicators:8.4.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-04-01.pdf,
global_indicators:8.4.1---title,"Material footprint, material footprint per capita, and material footprint per GDP",
global_indicators:8.4.2---custodian_agency,United Nations Environment Programme (UNEP),
global_indicators:8.4.2---definition,Domestic Material Consumption (DMC) is a standard material flow accounting (MFA) indicator and reports the apparent consumption of materials in a national economy.,
global_indicators:8.4.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-04-02.pdf,
global_indicators:8.4.2---title,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",
global_indicators:8.5.1---custodian_agency,International Labour Organisation (ILO),
global_indicators:8.5.1---definition,"This indicator provides information on the mean hourly earnings from paid employment of employees by sex, occupation, age and disability status.",
global_indicators:8.5.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-05-01.pdf,
global_indicators:8.5.1---title,"Average hourly earnings of female and male employees, by occupation, age and persons with disabilities",
global_indicators:8.5.2---custodian_agency,ILO,
global_indicators:8.5.2---definition,The unemployment rate conveys the percentage of persons in the labour force who are unemployed.,
global_indicators:8.5.2---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-05-02.pdf,
global_indicators:8.5.2---title,"Unemployment rate, by sex, age and persons with disabilities",
global_indicators:8.6.1---custodian_agency,ILO,
global_indicators:8.6.1---definition,"This indicator conveys the proportion of youth (aged 15-24 years) not in education, employment or training (also known as ""the youth NEET rate"").",
global_indicators:8.6.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-06-01.pdf,
global_indicators:8.6.1---title,"Proportion of youth (aged 15–24 years) not in education, employment or training",
global_indicators:8.7.1---custodian_agency,"United Nations Children's Fund (UNICEF) , International Labour Organization (ILO)",
global_indicators:8.7.1---definition,"The number of children engaged in child labour corresponds to the number of children reported to be in child labour during the reference period (usually the week prior to the survey). The proportion of children in child labour is calculated as the number of children in child labour divided by the total number of children in the population.  For the purposes of this indicator, children include all persons aged 5 to 17. This indicator is disaggregated by sex and age group (age bands 5-14 and 15-17)",
global_indicators:8.7.1---metadata_link,https://unstats.un.org/sdgs/metadata/files/Metadata-08-07-01.pdf,
global_indicators:8.7.1---title,"Proportion and number of children aged 5–17 years engaged in child labour, by sex and age",
global_indicators:8.8.1---custodian_agency,ILO,
